time		# end of interval
z	[m]	# height
speed	[m/s]	# wind speed
dir	[deg]	# wind direction
U	[m/s]	# wind U
V	[m/s]	# wind V
W	[m/s]	# wind W
sigW	[m/s]	# sigma W
bck		# backscatter
T	[deg C]	# temperature
error		# error code

time	z	speed	dir	U	V	W	sigW	bck	T	error
2025-04-21 00:20:00	30	1.17	61.5	-1.15	0.23	0.02	0.17	8.86E+05	*	0
2025-04-21 00:20:00	40	1.02	50.4	-1.02	0.01	0.01	0.14	3.77E+05	*	0
2025-04-21 00:20:00	50	0.97	41.4	-0.96	-0.15	0.06	0.14	6.78E+05	*	0
2025-04-21 00:20:00	60	0.52	26.5	-0.47	-0.21	0.09	0.11	2.81E+05	*	0
2025-04-21 00:20:00	70	0.45	19.4	-0.39	-0.23	0.03	0.11	2.84E+05	*	0
2025-04-21 00:20:00	80	0.39	8.1	-0.29	-0.26	-0.01	0.12	3.84E+05	*	0
2025-04-21 00:20:00	90	0.34	351.3	-0.18	-0.29	-0.01	0.11	3.38E+05	*	0
2025-04-21 00:20:00	100	0.34	339.3	-0.11	-0.32	-0.01	0.12	2.93E+05	*	0
2025-04-21 00:20:00	110	0.36	332.0	-0.07	-0.35	-0.02	0.13	3.64E+05	*	0
2025-04-21 00:20:00	120	0.42	335.0	-0.11	-0.41	-0.03	0.14	4.97E+05	*	0
2025-04-21 00:20:00	130	0.49	336.0	-0.13	-0.47	-0.04	0.15	5.17E+05	*	0
2025-04-21 00:20:00	140	0.61	349.8	-0.31	-0.53	-0.05	0.15	4.50E+05	*	0
2025-04-21 00:20:00	150	0.72	0.3	-0.46	-0.55	-0.03	0.15	2.95E+05	*	0
2025-04-21 00:20:00	160	0.76	4.7	-0.54	-0.54	-0.01	0.16	2.68E+05	*	0
2025-04-21 00:20:00	170	0.70	6.5	-0.51	-0.49	0.02	0.18	3.05E+05	*	0
2025-04-21 00:20:00	180	0.65	0.9	-0.42	-0.49	0.01	0.19	3.08E+05	*	0
2025-04-21 00:20:00	190	0.55	352.7	-0.30	-0.47	0.00	0.19	2.18E+05	*	0
2025-04-21 00:20:00	200	0.51	330.1	-0.09	-0.50	-0.02	0.18	1.52E+05	*	0
2025-04-21 00:20:00	210	0.49	309.4	0.09	-0.48	-0.03	0.19	1.71E+05	*	0
2025-04-21 00:20:00	220	0.51	297.0	0.20	-0.47	-0.01	0.18	1.97E+05	*	0
2025-04-21 00:20:00	230	0.49	291.8	0.23	-0.43	-0.01	0.18	2.27E+05	*	0
2025-04-21 00:20:00	240	0.48	292.8	0.22	-0.43	0.01	0.18	2.58E+05	*	0
2025-04-21 00:20:00	250	0.46	299.8	0.16	-0.44	0.01	0.19	2.79E+05	*	0
2025-04-21 00:20:00	260	0.44	318.1	0.01	-0.44	0.02	0.18	3.12E+05	*	0
2025-04-21 00:20:00	270	0.47	335.7	-0.13	-0.45	0.02	0.17	2.60E+05	*	0
2025-04-21 00:20:00	280	0.60	359.5	-0.38	-0.46	0.03	0.16	3.30E+05	*	0
2025-04-21 00:20:00	290	0.83	3.1	-0.57	-0.60	0.01	0.17	2.75E+05	*	0
2025-04-21 00:20:00	300	1.06	9.1	-0.80	-0.69	0.02	0.17	1.59E+05	*	0
2025-04-21 00:20:00	310	1.24	7.3	-0.91	-0.84	0.05	0.22	1.33E+05	*	0
2025-04-21 00:20:00	320	1.30	4.3	-0.91	-0.93	0.06	0.23	9.54E+04	*	0
2025-04-21 00:20:00	330	1.39	0.2	-0.90	-1.06	0.09	0.24	5.94E+04	*	0
2025-04-21 00:20:00	340	1.45	357.3	-0.88	-1.16	0.02	0.23	6.26E+04	*	0
2025-04-21 00:20:00	350	1.49	355.5	-0.86	-1.21	0.06	0.24	5.21E+04	*	0
2025-04-21 00:20:00	360	1.52	355.9	-0.89	-1.23	0.06	0.25	7.09E+04	*	0
2025-04-21 00:20:00	370	1.66	354.3	-0.93	-1.37	0.10	0.29	6.18E+04	*	0
2025-04-21 00:20:00	380	1.75	356.4	-1.04	-1.40	0.11	0.37	6.35E+04	*	0
2025-04-21 00:20:00	390	1.78	357.5	-1.08	-1.41	0.10	0.42	6.40E+04	*	0
2025-04-21 00:20:00	400	1.77	358.6	-1.10	-1.38	0.04	0.43	*	*	0
2025-04-21 00:20:00	410	1.71	353.5	-0.95	-1.43	0.03	0.45	*	*	0
2025-04-21 00:20:00	420	1.75	352.2	-0.93	-1.48	0.02	*	*	*	0
2025-04-21 00:20:00	430	1.54	356.6	-0.92	-1.23	0.06	*	*	*	0
2025-04-21 00:20:00	440	1.46	4.2	-1.02	-1.04	-0.04	*	*	*	0
2025-04-21 00:20:00	450	1.45	355.9	-0.85	-1.17	-0.01	*	*	*	0
2025-04-21 00:20:00	460	1.61	351.9	-0.85	-1.37	0.38	*	*	*	0
2025-04-21 00:20:00	470	1.78	355.4	-1.03	-1.45	*	*	*	*	0
2025-04-21 00:20:00	480	1.51	6.5	-1.10	-1.04	0.07	*	*	*	0
2025-04-21 00:20:00	490	1.15	4.4	-0.81	-0.82	-0.11	*	*	*	0
2025-04-21 00:20:00	500	1.09	7.0	-0.79	-0.74	-0.08	*	*	*	0
2025-04-21 00:40:00	30	1.28	64.4	-1.24	0.32	-0.07	0.13	3.21E+05	*	0
2025-04-21 00:40:00	40	1.02	64.8	-0.99	0.26	-0.02	0.12	6.99E+04	*	0
2025-04-21 00:40:00	50	1.01	58.8	-1.00	0.15	-0.05	0.12	8.87E+04	*	0
2025-04-21 00:40:00	60	0.52	56.8	-0.51	0.06	-0.07	0.12	1.00E+05	*	0
2025-04-21 00:40:00	70	1.03	42.1	-1.02	-0.14	-0.04	0.13	1.15E+05	*	0
2025-04-21 00:40:00	80	1.21	36.9	-1.18	-0.27	-0.04	0.13	1.34E+05	*	0
2025-04-21 00:40:00	90	1.17	34.9	-1.13	-0.30	-0.05	0.12	1.44E+05	*	0
2025-04-21 00:40:00	100	0.99	35.1	-0.96	-0.26	-0.04	0.12	1.94E+05	*	0
2025-04-21 00:40:00	110	0.89	31.9	-0.84	-0.27	-0.03	0.11	1.77E+05	*	0
2025-04-21 00:40:00	120	0.81	28.8	-0.76	-0.29	-0.04	0.11	2.11E+05	*	0
2025-04-21 00:40:00	130	0.79	29.2	-0.74	-0.28	-0.05	0.13	3.11E+05	*	0
2025-04-21 00:40:00	140	0.89	31.4	-0.84	-0.28	-0.04	0.14	3.74E+05	*	0
2025-04-21 00:40:00	150	0.95	32.9	-0.91	-0.28	-0.04	0.13	4.02E+05	*	0
2025-04-21 00:40:00	160	0.97	34.2	-0.93	-0.26	-0.01	0.13	3.86E+05	*	0
2025-04-21 00:40:00	170	0.86	39.2	-0.84	-0.16	0.02	0.14	4.36E+05	*	0
2025-04-21 00:40:00	180	0.73	47.6	-0.73	-0.03	0.06	0.15	4.13E+05	*	0
2025-04-21 00:40:00	190	0.55	62.5	-0.53	0.12	0.04	0.15	2.91E+05	*	0
2025-04-21 00:40:00	200	0.37	87.5	-0.29	0.22	0.01	0.15	2.33E+05	*	0
2025-04-21 00:40:00	210	0.31	129.0	-0.06	0.30	-0.03	0.14	2.71E+05	*	0
2025-04-21 00:40:00	220	0.38	149.0	0.06	0.38	-0.05	0.13	3.20E+05	*	0
2025-04-21 00:40:00	230	0.40	154.3	0.10	0.39	-0.02	0.13	2.47E+05	*	0
2025-04-21 00:40:00	240	0.31	145.6	0.03	0.31	-0.01	0.13	1.47E+05	*	0
2025-04-21 00:40:00	250	0.19	104.8	-0.11	0.15	0.01	0.12	1.52E+05	*	0
2025-04-21 00:40:00	260	0.36	39.8	-0.36	-0.06	0.00	0.11	1.23E+05	*	0
2025-04-21 00:40:00	270	0.53	23.0	-0.47	-0.24	0.02	0.13	2.37E+05	*	0
2025-04-21 00:40:00	280	0.69	12.5	-0.54	-0.42	0.02	0.14	2.29E+05	*	0
2025-04-21 00:40:00	290	0.72	4.1	-0.50	-0.52	0.05	0.14	2.38E+05	*	0
2025-04-21 00:40:00	300	0.86	5.6	-0.61	-0.60	0.02	0.14	2.36E+05	*	0
2025-04-21 00:40:00	310	0.93	3.5	-0.64	-0.67	0.05	0.16	1.76E+05	*	0
2025-04-21 00:40:00	320	1.00	1.4	-0.66	-0.75	0.04	0.17	1.41E+05	*	0
2025-04-21 00:40:00	330	1.09	352.4	-0.58	-0.92	0.08	0.18	9.46E+04	*	0
2025-04-21 00:40:00	340	1.26	355.0	-0.72	-1.03	0.02	0.19	9.43E+04	*	0
2025-04-21 00:40:00	350	1.39	359.0	-0.87	-1.08	0.04	0.16	8.53E+04	*	0
2025-04-21 00:40:00	360	1.47	358.9	-0.93	-1.15	0.03	0.21	7.65E+04	*	0
2025-04-21 00:40:00	370	1.56	356.5	-0.93	-1.25	0.09	0.21	6.22E+04	*	0
2025-04-21 00:40:00	380	1.64	355.5	-0.95	-1.34	0.08	0.26	*	*	0
2025-04-21 00:40:00	390	1.74	356.6	-1.04	-1.40	0.05	0.26	8.37E+04	*	0
2025-04-21 00:40:00	400	1.82	356.5	-1.08	-1.46	0.06	0.32	9.98E+04	*	0
2025-04-21 00:40:00	410	1.86	355.6	-1.08	-1.51	0.01	0.31	1.24E+05	*	0
2025-04-21 00:40:00	420	1.86	356.8	-1.12	-1.49	0.03	0.36	1.22E+05	*	0
2025-04-21 00:40:00	430	1.78	356.2	-1.05	-1.44	0.05	0.30	1.39E+05	*	0
2025-04-21 00:40:00	440	1.68	353.5	-0.93	-1.40	0.05	0.32	*	*	0
2025-04-21 00:40:00	450	1.56	349.4	-0.76	-1.36	0.07	*	*	*	0
2025-04-21 00:40:00	460	1.39	344.3	-0.57	-1.26	0.07	*	*	*	0
2025-04-21 00:40:00	470	1.33	342.4	-0.51	-1.23	0.11	*	*	*	0
2025-04-21 00:40:00	480	1.30	349.1	-0.63	-1.14	0.08	*	*	*	0
2025-04-21 00:40:00	490	1.13	4.8	-0.79	-0.80	0.12	*	*	*	0
2025-04-21 00:40:00	500	1.10	15.1	-0.90	-0.63	0.19	*	*	*	0
2025-04-21 01:00:00	30	1.16	51.5	-1.16	0.03	-0.11	0.09	1.77E+05	*	0
2025-04-21 01:00:00	40	0.88	68.7	-0.84	0.28	-0.04	0.10	1.28E+05	*	0
2025-04-21 01:00:00	50	0.56	63.4	-0.54	0.13	-0.02	0.10	4.91E+04	*	0
2025-04-21 01:00:00	60	0.26	64.1	-0.25	0.06	-0.03	0.10	5.73E+04	*	0
2025-04-21 01:00:00	70	0.78	45.4	-0.77	-0.06	-0.05	0.11	4.50E+04	*	0
2025-04-21 01:00:00	80	1.13	46.9	-1.13	-0.06	-0.05	0.12	3.95E+04	*	0
2025-04-21 01:00:00	90	1.14	50.8	-1.14	0.02	-0.04	0.11	1.70E+05	*	0
2025-04-21 01:00:00	100	1.19	50.5	-1.19	0.01	0.00	0.11	1.35E+05	*	0
2025-04-21 01:00:00	110	1.16	42.6	-1.15	-0.15	0.02	0.12	9.44E+04	*	0
2025-04-21 01:00:00	120	1.18	34.4	-1.14	-0.32	0.01	0.11	7.61E+04	*	0
2025-04-21 01:00:00	130	1.25	27.5	-1.16	-0.48	0.02	0.13	9.56E+04	*	0
