2025 02 01 07 01 00	1028.92	
2025 02 01 07 02 00	1028.93	
2025 02 01 07 03 00	1028.84	
2025 02 01 07 04 00	1028.99	
2025 02 01 07 05 00	1028.90	
2025 02 01 07 06 00	1028.90	
2025 02 01 07 07 00	1028.93	
2025 02 01 07 08 00	1028.89	
2025 02 01 07 09 00	1028.91	
2025 02 01 07 10 00	1029.03	
2025 02 01 07 11 00	1028.94	
2025 02 01 07 12 00	1029.04	
2025 02 01 07 13 00	1028.99	
2025 02 01 07 14 00	1028.97	
2025 02 01 07 15 00	1029.00	
2025 02 01 07 16 00	1028.95	
2025 02 01 07 17 00	1028.95	
2025 02 01 07 18 00	1028.99	
2025 02 01 07 19 00	1029.01	
2025 02 01 07 20 00	1029.01	
2025 02 01 07 21 00	1029.02	
2025 02 01 07 22 00	1028.99	
2025 02 01 07 23 00	1028.99	
2025 02 01 07 24 00	1029.03	
2025 02 01 07 25 00	1029.03	
2025 02 01 07 26 00	1028.99	
2025 02 01 07 27 00	1028.98	
2025 02 01 07 28 00	1028.96	
2025 02 01 07 29 00	1028.98	
2025 02 01 07 30 00	1029.10	
2025 02 01 07 31 00	1029.08	
2025 02 01 07 32 00	1029.23	
2025 02 01 07 33 00	1029.03	
2025 02 01 07 34 00	1029.08	
2025 02 01 07 35 00	1029.11	
2025 02 01 07 36 00	1029.03	
2025 02 01 07 37 00	1029.14	
2025 02 01 07 38 00	1029.09	
2025 02 01 07 39 00	1029.12	
2025 02 01 07 40 00	1029.10	
2025 02 01 07 41 00	1029.08	
2025 02 01 07 42 00	1029.12	
2025 02 01 07 43 00	1029.00	
2025 02 01 07 44 00	1029.05	
2025 02 01 07 45 00	1029.12	
2025 02 01 07 46 00	1028.96	
2025 02 01 07 47 00	1028.99	
2025 02 01 07 48 00	1029.04	
2025 02 01 07 49 00	1028.98	
2025 02 01 07 50 00	1028.95	
2025 02 01 07 51 00	1028.94	
2025 02 01 07 52 00	1029.06	
2025 02 01 07 53 00	1029.01	
2025 02 01 07 54 00	1028.99	
2025 02 01 07 55 00	1029.08	
2025 02 01 07 56 00	1029.02	
2025 02 01 07 57 00	1029.02	
2025 02 01 07 58 00	1028.99	
2025 02 01 07 59 00	1028.96	
2025 02 01 08 00 00	1029.03	
2025 02 01 08 01 00	1028.95	
2025 02 01 08 02 00	1028.97	
2025 02 01 08 03 00	1028.98	
2025 02 01 08 04 00	1028.91	
2025 02 01 08 05 00	1028.92	
2025 02 01 08 06 00	1028.90	
2025 02 01 08 07 00	1028.90	
2025 02 01 08 08 00	1028.87	
2025 02 01 08 09 00	1028.93	
2025 02 01 08 10 00	1028.87	
2025 02 01 08 11 00	1028.85	
2025 02 01 08 12 00	1028.88	
2025 02 01 08 13 00	1028.83	
2025 02 01 08 14 00	1028.86	
2025 02 01 08 15 00	1028.83	
2025 02 01 08 16 00	1028.87	
2025 02 01 08 17 00	1028.83	
2025 02 01 08 18 00	1028.84	
2025 02 01 08 19 00	1028.89	
2025 02 01 08 20 00	1028.85	
2025 02 01 08 21 00	1028.81	
2025 02 01 08 22 00	1028.89	
2025 02 01 08 23 00	1028.89	
2025 02 01 08 24 00	1028.83	
2025 02 01 08 25 00	1028.83	
2025 02 01 08 26 00	1028.85	
2025 02 01 08 27 00	1028.94	
2025 02 01 08 28 00	1028.81	
2025 02 01 08 29 00	1028.76	
2025 02 01 08 30 00	1028.80	
2025 02 01 08 31 00	1028.84	
2025 02 01 08 32 00	1028.86	
2025 02 01 08 33 00	1028.91	
2025 02 01 08 34 00	1028.86	
2025 02 01 08 35 00	1028.88	
2025 02 01 08 36 00	1028.86	
2025 02 01 08 37 00	1028.89	
2025 02 01 08 38 00	1028.91	
2025 02 01 08 39 00	1028.84	
2025 02 01 08 40 00	1028.79	
2025 02 01 08 41 00	1028.82	
2025 02 01 08 42 00	1028.85	
2025 02 01 08 43 00	1028.85	
2025 02 01 08 44 00	1028.84	
2025 02 01 08 45 00	1028.84	
2025 02 01 08 46 00	1028.86	
2025 02 01 08 47 00	1028.82	
2025 02 01 08 48 00	1028.79	
2025 02 01 08 49 00	1028.90	
2025 02 01 08 50 00	1028.80	
2025 02 01 08 51 00	1028.83	
2025 02 01 08 52 00	1028.80	
2025 02 01 08 53 00	1028.86	
2025 02 01 08 54 00	1028.80	
2025 02 01 08 55 00	1028.84	
2025 02 01 08 56 00	1028.85	
2025 02 01 08 57 00	1028.85	
2025 02 01 08 58 00	1028.81	
2025 02 01 08 59 00	1028.81	
2025 02 01 09 00 00	1028.87	
2025 02 01 09 01 00	1028.89	
2025 02 01 09 02 00	1028.96	
2025 02 01 09 03 00	1028.92	
2025 02 01 09 04 00	1028.87	
2025 02 01 09 05 00	1028.85	
2025 02 01 09 06 00	1028.85	
2025 02 01 09 07 00	1028.91	
2025 02 01 09 08 00	1028.89	
2025 02 01 09 09 00	1028.93	
2025 02 01 09 10 00	1028.95	
2025 02 01 09 11 00	1028.97	
2025 02 01 09 12 00	1028.95	
