2025 01 14 07 01 00	1034.04	
2025 01 14 07 02 00	1034.10	
2025 01 14 07 03 00	1034.07	
2025 01 14 07 04 00	1033.99	
2025 01 14 07 05 00	1033.75	
2025 01 14 07 06 00	1033.90	
2025 01 14 07 07 00	1033.96	
2025 01 14 07 08 00	1033.97	
2025 01 14 07 09 00	1034.00	
2025 01 14 07 10 00	1033.88	
2025 01 14 07 11 00	1034.02	
2025 01 14 07 12 00	1034.11	
2025 01 14 07 13 00	1034.00	
2025 01 14 07 14 00	1033.99	
2025 01 14 07 15 00	1033.85	
2025 01 14 07 16 00	1033.91	
2025 01 14 07 17 00	1034.02	
2025 01 14 07 18 00	1033.96	
2025 01 14 07 19 00	1033.94	
2025 01 14 07 20 00	1034.01	
2025 01 14 07 21 00	1033.94	
2025 01 14 07 22 00	1033.96	
2025 01 14 07 23 00	1034.05	
2025 01 14 07 24 00	1034.18	
2025 01 14 07 25 00	1033.88	
2025 01 14 07 26 00	1033.97	
2025 01 14 07 27 00	1033.86	
2025 01 14 07 28 00	1033.94	
2025 01 14 07 29 00	1034.15	
2025 01 14 07 30 00	1034.09	
2025 01 14 07 31 00	1034.21	
2025 01 14 07 32 00	1033.96	
2025 01 14 07 33 00	1033.93	
2025 01 14 07 34 00	1033.92	
2025 01 14 07 35 00	1033.78	
2025 01 14 07 36 00	1033.87	
2025 01 14 07 37 00	1033.98	
2025 01 14 07 38 00	1034.11	
2025 01 14 07 39 00	1034.27	
2025 01 14 07 40 00	1034.40	
2025 01 14 07 41 00	1034.37	
2025 01 14 07 42 00	1034.19	
2025 01 14 07 43 00	1034.07	
2025 01 14 07 44 00	1033.99	
2025 01 14 07 45 00	1034.15	
2025 01 14 07 46 00	1034.19	
2025 01 14 07 47 00	1034.20	
2025 01 14 07 48 00	1034.30	
2025 01 14 07 49 00	1034.44	
2025 01 14 07 50 00	1034.35	
2025 01 14 07 51 00	1034.31	
2025 01 14 07 52 00	1034.16	
2025 01 14 07 53 00	1034.40	
2025 01 14 07 54 00	1034.14	
2025 01 14 07 55 00	1034.37	
2025 01 14 07 56 00	1034.53	
2025 01 14 07 57 00	1034.44	
2025 01 14 07 58 00	1034.43	
2025 01 14 07 59 00	1034.43	
2025 01 14 08 00 00	1034.53	
2025 01 14 08 01 00	1034.42	
2025 01 14 08 02 00	1034.67	
2025 01 14 08 03 00	1034.43	
2025 01 14 08 04 00	1034.52	
2025 01 14 08 05 00	1034.41	
2025 01 14 08 06 00	1034.38	
2025 01 14 08 07 00	1034.51	
2025 01 14 08 08 00	1034.54	
2025 01 14 08 09 00	1034.65	
2025 01 14 08 10 00	1034.48	
2025 01 14 08 11 00	1034.54	
2025 01 14 08 12 00	1034.29	
2025 01 14 08 13 00	1034.41	
2025 01 14 08 14 00	1034.60	
2025 01 14 08 15 00	1034.52	
2025 01 14 08 16 00	1034.42	
2025 01 14 08 17 00	1034.42	
2025 01 14 08 18 00	1034.38	
2025 01 14 08 19 00	1034.47	
2025 01 14 08 20 00	1034.78	
2025 01 14 08 21 00	1034.49	
2025 01 14 08 22 00	1034.22	
2025 01 14 08 23 00	1034.36	
2025 01 14 08 24 00	1034.49	
2025 01 14 08 25 00	1034.43	
2025 01 14 08 26 00	1034.53	
2025 01 14 08 27 00	1034.59	
2025 01 14 08 28 00	1034.56	
2025 01 14 08 29 00	1034.70	
2025 01 14 08 30 00	1034.43	
2025 01 14 08 31 00	1034.61	
2025 01 14 08 32 00	1034.55	
2025 01 14 08 33 00	1034.55	
2025 01 14 08 34 00	1034.73	
2025 01 14 08 35 00	1034.63	
2025 01 14 08 36 00	1034.74	
2025 01 14 08 37 00	1034.79	
2025 01 14 08 38 00	1034.70	
2025 01 14 08 39 00	1034.56	
2025 01 14 08 40 00	1034.58	
2025 01 14 08 41 00	1034.64	
2025 01 14 08 42 00	1034.63	
2025 01 14 08 43 00	1034.73	
2025 01 14 08 44 00	1034.63	
2025 01 14 08 45 00	1034.33	
2025 01 14 08 46 00	1034.54	
2025 01 14 08 47 00	1034.53	
2025 01 14 08 48 00	1034.66	
2025 01 14 08 49 00	1034.68	
2025 01 14 08 50 00	1034.57	
2025 01 14 08 51 00	1034.63	
2025 01 14 08 52 00	1034.63	
2025 01 14 08 53 00	1034.79	
2025 01 14 08 54 00	1034.83	
2025 01 14 08 55 00	1034.81	
2025 01 14 08 56 00	1034.86	
2025 01 14 08 57 00	1034.90	
2025 01 14 08 58 00	1034.98	
2025 01 14 08 59 00	1034.90	
2025 01 14 09 00 00	1034.84	
2025 01 14 09 01 00	1034.87	
